bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,actual_value,bet_result,confidence_score,line_delta,bet_quality_score,DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,empty_state_reason,candidate_count,qualified_count,line_open,line_move,line_pulled,won_flag,lost_flag
2026-05-08,Breanna Stewart,NYL,CON,points,18.5,over,prizepicks,,0.9579,0.4579,23.03216680141774,22.951403864921176,19.643353513470235,26.5456865842113,35.22300071087906,medium,31.0,win,2.0,4.532166801417741,66.82635682274412,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PTS,points,OVER PTS,18.5,23.03216680141774,4.532166801417741,4.532166801417741,2.7092634864425458,0.9579,MEDIUM,45.79,Medium,,,,,,,,,1,0
2026-05-08,Shakira Austin,WAS,TOR,points,14.5,over,prizepicks,,0.7837,0.2836999999999999,16.758881730695006,16.655890190211913,13.183255056792271,20.45506185680966,33.389526155504115,medium,18.0,win,2.0,2.258881730695005,42.723067515360114,2026-05-08,Shakira Austin,WAS,WAS vs TOR,PTS,points,OVER PTS,14.5,16.758881730695006,2.258881730695005,2.258881730695005,2.815981959425077,0.7837,MEDIUM,28.37,Medium,,,,,,,,,1,0
2026-05-08,Shakira Austin,WAS,TOR,pr,22.5,over,prizepicks,,0.7159,0.2158999999999999,24.403659335360093,24.279906188302338,20.36849090301906,28.58052838719335,33.389526155504115,medium,29.0,win,2.0,1.9036593353600928,33.892845120025214,2026-05-08,Shakira Austin,WAS,WAS vs TOR,PR,pr,OVER PR,22.5,24.403659335360093,1.9036593353600928,1.9036593353600928,3.1876799321980136,0.7159,MEDIUM,21.59,Medium,,,,,,,,,1,0
2026-05-08,Brittney Griner,CON,NYL,pra,19.5,over,prizepicks,,0.9965,0.4965,28.248279724984616,28.16786287133433,23.981125937777467,32.662209474209966,33.50429810036154,medium,21.0,win,2.0,8.748279724984616,75.81590866799546,2026-05-08,Brittney Griner,CON,CON vs NYL,PRA,pra,OVER PRA,19.5,28.248279724984616,8.748279724984616,8.748279724984616,3.406536967769259,0.9965,MEDIUM,49.650000000000006,Medium,,,,,,,,,1,0
2026-05-08,Gabby Williams,GSV,,pr,16.5,over,prizepicks,,0.9962,0.4962,24.202222821601808,24.135566714191,20.159377793599983,28.272528860061747,33.38051686835529,medium,13.0,loss,2.0,7.702222821601808,74.72863832765248,2026-05-08,Gabby Williams,GSV,GSV vs NAN,PR,pr,OVER PR,16.5,24.202222821601808,7.702222821601808,7.702222821601808,3.173343100060784,0.9962,MEDIUM,49.62,Medium,,,,,,,,,0,1
2026-05-08,Veronica Burton,GSV,,pr,16.5,over,prizepicks,,0.9954,0.4953999999999999,24.225566494094736,24.102758197759268,20.17430261384504,28.50261318341286,33.38051686835529,medium,18.0,win,2.0,7.725566494094735,74.65198200014538,2026-05-08,Veronica Burton,GSV,GSV vs NAN,PR,pr,OVER PR,16.5,24.225566494094736,7.725566494094735,7.725566494094735,3.2374272800174686,0.9954,MEDIUM,49.53999999999999,Medium,,,,,,,,,1,0
2026-05-08,Gabby Williams,GSV,,pra,20.5,over,prizepicks,,0.9914,0.4913999999999999,28.078824298391027,27.994181262397035,23.79406488818397,32.43484877322453,33.38051686835529,medium,17.0,loss,2.0,7.578824298391027,74.00523980444167,2026-05-08,Gabby Williams,GSV,GSV vs NAN,PRA,pra,OVER PRA,20.5,28.078824298391027,7.578824298391027,7.578824298391027,3.3884820517735217,0.9914,MEDIUM,49.13999999999999,Medium,,,,,,,,,0,1
2026-05-08,Aneesah Morrow,CON,NYL,points,10.5,over,prizepicks,,0.9926,0.4926,16.800190795106268,16.64970860831084,13.320512663808476,20.40586215348978,33.50429810036154,medium,15.0,win,2.0,6.300190795106268,72.88031973811712,2026-05-08,Aneesah Morrow,CON,CON vs NYL,PTS,points,OVER PTS,10.5,16.800190795106268,6.300190795106268,6.300190795106268,2.798405171823727,0.9926,MEDIUM,49.260000000000005,Medium,,,,,,,,,1,0
2026-05-08,Brittney Sykes,TOR,WAS,pra,21.5,over,prizepicks,,0.9826,0.4826,28.38267998439974,28.283952844639384,24.053801028752456,32.818579382986954,33.389526155504115,medium,19.0,loss,2.0,6.88267998439974,72.20936576906487,2026-05-08,Brittney Sykes,TOR,TOR vs WAS,PRA,pra,OVER PRA,21.5,28.38267998439974,6.88267998439974,6.88267998439974,3.4265343929253085,0.9826,MEDIUM,48.260000000000005,Medium,,,,,,,,,0,1
2026-05-08,Sonia Citron,WAS,TOR,rebounds,4.0,over,prizepicks,,0.9988,0.4988,7.704464118134463,7.6486753909040335,5.9299540362444905,9.56070413438812,33.389526155504115,medium,2.0,loss,2.0,3.704464118134463,71.05614990279959,2026-05-08,Sonia Citron,WAS,WAS vs TOR,REB,rebounds,OVER REB,4.0,7.704464118134463,3.704464118134463,3.704464118134463,1.42045475629093,0.9988,MEDIUM,49.88,Medium,,,,,,,,,0,1
2026-05-08,Veronica Burton,GSV,,rebounds,4.0,over,prizepicks,,0.9969,0.4969,7.554300142316148,7.4700356595136945,5.7690554126079565,9.403075680602116,33.38051686835529,medium,2.0,loss,2.0,3.554300142316148,70.66821564836681,2026-05-08,Veronica Burton,GSV,GSV vs NAN,REB,rebounds,OVER REB,4.0,7.554300142316148,3.554300142316148,3.554300142316148,1.4272183056146377,0.9969,MEDIUM,49.69,Medium,,,,,,,,,0,1
2026-05-08,Brittney Griner,CON,NYL,pr,18.5,over,prizepicks,,0.9744,0.4744,24.32015896415336,24.19851699269762,20.316292881407964,28.48168679642381,33.50429810036154,medium,19.0,win,2.0,5.820158964153357,70.12528790716422,2026-05-08,Brittney Griner,CON,CON vs NYL,PR,pr,OVER PR,18.5,24.32015896415336,5.820158964153357,5.820158964153357,3.177152560556675,0.9744,MEDIUM,47.440000000000005,Medium,,,,,,,,,1,0
2026-05-08,Sonia Citron,WAS,TOR,pra,22.5,over,prizepicks,,0.9613,0.4613,28.341326189898293,28.21454148308624,24.1205096022219,32.833541886619166,33.389526155504115,medium,28.0,win,2.0,5.841326189898293,68.50551197456342,2026-05-08,Sonia Citron,WAS,WAS vs TOR,PRA,pra,OVER PRA,22.5,28.341326189898293,5.841326189898293,5.841326189898293,3.418935238803362,0.9613,MEDIUM,46.13,Medium,,,,,,,,,1,0
2026-05-08,Natisha Hiedeman,SEA,,pra,22.5,over,prizepicks,,0.9596,0.4596,28.18264060552622,28.0540103771906,23.93649045598326,32.63708414665971,33.38051686835529,medium,14.0,loss,2.0,5.68264060552622,68.13405611157688,2026-05-08,Natisha Hiedeman,SEA,SEA vs NAN,PRA,pra,OVER PRA,22.5,28.18264060552622,5.68264060552622,5.68264060552622,3.4173271196954533,0.9596,MEDIUM,45.96,Medium,,,,,,,,,0,1
2026-05-08,Flau'jae Johnson,SEA,,points,12.0,over,prizepicks,,0.9582,0.4582,16.664058128762715,16.521031486503396,13.188281611278889,20.319908563128006,33.38051686835529,medium,12.0,push,2.0,4.664058128762715,66.94047363481339,2026-05-08,Flau'jae Johnson,SEA,SEA vs NAN,PTS,points,OVER PTS,12.0,16.664058128762715,4.664058128762715,4.664058128762715,2.8134730036412985,0.9582,MEDIUM,45.82000000000001,Medium,,,,,,,,,0,0
2026-05-08,Kayla Thornton,GSV,,pr,20.5,over,prizepicks,,0.8892,0.3892,24.289794085489547,24.12779350683247,20.337168830530395,28.460776442238352,33.38051686835529,medium,21.0,win,2.0,3.789794085489546,57.441209591540215,2026-05-08,Kayla Thornton,GSV,GSV vs NAN,PR,pr,OVER PR,20.5,24.289794085489547,3.789794085489546,3.789794085489546,3.211527099924321,0.8892,MEDIUM,38.92,Medium,,,,,,,,,1,0
2026-05-08,Kiki Iriafen,WAS,TOR,points,13.5,over,prizepicks,,0.8819,0.3819,16.700735995166344,16.571946110699884,13.25648044259816,20.34806598415068,33.389526155504115,medium,12.0,loss,2.0,3.200735995166344,55.939921779831465,2026-05-08,Kiki Iriafen,WAS,WAS vs TOR,PTS,points,OVER PTS,13.5,16.700735995166344,3.200735995166344,3.200735995166344,2.7606254472203733,0.8819,MEDIUM,38.190000000000005,Medium,,,,,,,,,0,1
2026-05-08,Kayla Thornton,GSV,,points,13.5,over,prizepicks,,0.8761,0.3761,16.692218561117368,16.57312413520507,13.181700341648217,20.37841670215933,33.38051686835529,medium,13.0,loss,2.0,3.192218561117368,55.20613406716804,2026-05-08,Kayla Thornton,GSV,GSV vs NAN,PTS,points,OVER PTS,13.5,16.692218561117368,3.192218561117368,3.192218561117368,2.8386041933310606,0.8761,MEDIUM,37.61,Medium,,,,,,,,,0,1
2026-05-08,Dominique Malonga,SEA,,points,14.0,over,prizepicks,,0.825,0.3249999999999999,16.633064106636976,16.51205449877211,13.108175145086664,20.32932966742645,33.38051686835529,medium,21.0,win,2.0,2.633064106636976,48.25947961268763,2026-05-08,Dominique Malonga,SEA,SEA vs NAN,PTS,points,OVER PTS,14.0,16.633064106636976,2.633064106636976,2.633064106636976,2.7953561844019585,0.825,MEDIUM,32.49999999999999,Medium,,,,,,,,,1,0
2026-05-08,Kiki Iriafen,WAS,TOR,rebounds,9.0,under,prizepicks,,0.833,0.3329999999999999,7.647475303104817,7.585621047962753,5.908181681014096,9.46412609911662,33.389526155504115,medium,16.0,loss,2.0,-1.3525246968951832,47.9792104815603,2026-05-08,Kiki Iriafen,WAS,WAS vs TOR,REB,rebounds,UNDER REB,9.0,7.647475303104817,-1.3525246968951832,1.3525246968951832,1.402423751988502,0.833,MEDIUM,33.3,Medium,,,,,,,,,0,1
2026-05-08,Breanna Stewart,NYL,CON,pr,26.5,over,prizepicks,,0.9298,0.4297999999999999,31.07644006577289,30.962492932139533,27.097221685818628,35.23600966362651,35.22300071087906,medium,41.0,win,2.0,4.576440065772889,63.358130087099255,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PR,pr,OVER PR,26.5,31.07644006577289,4.576440065772889,4.576440065772889,3.1421486223937576,0.9298,MEDIUM,42.98,Medium,,,,,,,,,1,0
2026-05-08,Marina Mabrey,CON,NYL,pa,18.5,over,prizepicks,,0.8093,0.3093,22.06773432578444,21.858395092649104,17.023419591639488,27.33548792137357,30.94815791078923,medium,29.0,win,2.0,3.567734325784439,47.15867906310813,2026-05-08,Marina Mabrey,CON,CON vs NYL,PA,pa,OVER PA,18.5,22.06773432578444,3.567734325784439,3.567734325784439,4.061416789014793,0.8093,MEDIUM,30.930000000000003,Medium,,,,,,,,,1,0
2026-05-08,Jonquel Jones,NYL,CON,assists,3.0,under,prizepicks,,0.7599,0.2599,2.3351355301311365,2.2144294778894063,1.031851431184044,3.7442630951324527,31.40010455478774,medium,1.0,win,2.0,-0.6648644698688635,38.094367606512506,2026-05-08,Jonquel Jones,NYL,NYL vs CON,AST,assists,UNDER AST,3.0,2.3351355301311365,-0.6648644698688635,0.6648644698688635,1.0940073198327565,0.7599,MEDIUM,25.99,Medium,,,,,,,,,1,0
2026-05-08,Lauren Betts,WAS,TOR,pra,19.5,over,prizepicks,,0.981,0.481,32.26920380566738,31.86912827391464,23.83439500760317,41.26668596970973,29.55191357776761,low,6.0,loss,1.0,12.76920380566738,75.7807612130004,2026-05-08,Lauren Betts,WAS,WAS vs TOR,PRA,pra,OVER PRA,19.5,32.26920380566738,12.76920380566738,12.76920380566738,6.878684241740642,0.981,LOW,48.1,Low,,,,,,,,,0,1
2026-05-08,Lauren Betts,WAS,TOR,pr,18.5,over,prizepicks,,0.9599,0.4599,29.012867628323672,28.59429068901701,21.03015695232899,37.4534609431008,29.55191357776761,low,5.0,loss,1.0,10.512867628323672,70.8869250356567,2026-05-08,Lauren Betts,WAS,WAS vs TOR,PR,pr,OVER PR,18.5,29.012867628323672,10.512867628323672,10.512867628323672,6.4752899769127925,0.9599,LOW,45.99,Low,,,,,,,,,0,1
2026-05-08,Flau'jae Johnson,SEA,GSV,points,10.5,over,prizepicks,,0.9779,0.4779,16.898509737265645,16.662969490471205,12.650318353226195,21.432203182622043,31.30260952026521,low,12.0,win,1.0,6.398509737265645,69.0750880228736,2026-05-08,Flau'jae Johnson,SEA,SEA vs GSV,PTS,points,OVER PTS,10.5,16.898509737265645,6.398509737265645,6.398509737265645,3.43537698285788,0.9779,LOW,47.79,Low,,,,,,,,,1,0
2026-05-08,Saniya Rivers,CON,NYL,points,8.5,over,prizepicks,,0.9449,0.4448999999999999,14.036622667645402,13.795282369725587,9.400446775504946,18.89669213111093,27.567446268462685,medium,5.0,loss,2.0,5.536622667645402,65.97614605569927,2026-05-08,Saniya Rivers,CON,CON vs NYL,PTS,points,OVER PTS,8.5,14.036622667645402,5.536622667645402,5.536622667645402,3.753678057807996,0.9449,MEDIUM,44.49,Medium,,,,,,,,,0,1
2026-05-08,Marine Johannes,NYL,CON,pra,14.5,under,prizepicks,,0.9379,0.4378999999999999,7.461158171694765,6.7216004141699,2.9772128523745223,12.938002474003913,16.75545748907966,low,25.0,loss,1.0,-7.038841828305235,64.27900555297761,2026-05-08,Marine Johannes,NYL,NYL vs CON,PRA,pra,UNDER PRA,14.5,7.461158171694765,-7.038841828305235,7.038841828305235,4.062966992871537,0.9379,LOW,43.78999999999999,Low,,,,,,,,,0,1
2026-05-08,Jonquel Jones,NYL,CON,pra,26.5,under,prizepicks,,0.9198,0.4197999999999999,17.841656216539437,17.18395187274591,10.92282430023781,25.596523786053897,25.225970262090527,low,16.0,win,1.0,-8.658343783460563,63.89012289132327,2026-05-08,Jonquel Jones,NYL,NYL vs CON,PRA,pra,UNDER PRA,26.5,17.841656216539437,-8.658343783460563,8.658343783460563,5.846505694330349,0.9198,LOW,41.98,Low,,,,,,,,,1,0
2026-05-08,Breanna Stewart,NYL,CON,pra,30.5,under,prizepicks,,0.9118,0.4118,21.735918463026053,21.209095632624653,14.067305659577892,29.976203547005227,28.033720278814062,low,43.0,loss,1.0,-8.764081536973947,63.08009314533837,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PRA,pra,UNDER PRA,30.5,21.735918463026053,-8.764081536973947,8.764081536973947,6.305356892948336,0.9118,LOW,41.18000000000001,Low,,,,,,,,,0,1
2026-05-08,Marine Johannes,NYL,CON,pa,12.0,under,prizepicks,,0.9234,0.4234,5.938007360436615,5.1579722268206885,1.7679714539396911,11.170531957983666,16.75545748907966,low,20.0,loss,1.0,-6.061992639563385,61.48965636423578,2026-05-08,Marine Johannes,NYL,NYL vs CON,PA,pa,UNDER PA,12.0,5.938007360436615,-6.061992639563385,6.061992639563385,3.8489113008659706,0.9234,LOW,42.34,Low,,,,,,,,,0,1
2026-05-08,Jonquel Jones,NYL,CON,pr,23.5,under,prizepicks,,0.9035,0.4034999999999999,15.891288942374656,15.282855494897507,9.180643134581068,23.36041121340999,25.225970262090527,low,15.0,win,1.0,-7.608711057625344,60.80299016548805,2026-05-08,Jonquel Jones,NYL,NYL vs CON,PR,pr,UNDER PR,23.5,15.891288942374656,-7.608711057625344,7.608711057625344,5.696184576903227,0.9035,LOW,40.35,Low,,,,,,,,,1,0
2026-05-08,Breanna Stewart,NYL,CON,pa,23.5,under,prizepicks,,0.8918,0.3918,16.375202292864444,15.85895801335069,9.609645324566772,23.806050148440946,28.033720278814062,low,33.0,loss,1.0,-7.124797707135556,58.94080931549998,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PA,pa,UNDER PA,23.5,16.375202292864444,-7.124797707135556,7.124797707135556,5.657286635256661,0.8918,LOW,39.18000000000001,Low,,,,,,,,,0,1
2026-05-08,Dominique Malonga,SEA,GSV,pr,23.5,under,prizepicks,,0.8589,0.3589,17.18561142437397,16.5884117479441,10.222321664290217,24.960688567421226,17.611469910712778,medium,29.0,loss,2.0,-6.31438857562603,55.7052326729474,2026-05-08,Dominique Malonga,SEA,SEA vs GSV,PR,pr,UNDER PR,23.5,17.18561142437397,-6.31438857562603,6.31438857562603,5.819158271823332,0.8589,MEDIUM,35.89,Medium,,,,,,,,,0,1
2026-05-08,Flau'jae Johnson,SEA,GSV,rebounds,3.5,over,prizepicks,,0.8991,0.3991,6.277961430082321,6.090005847911561,3.495615691248775,9.272195390125242,31.30260952026521,low,2.0,loss,1.0,2.777961430082321,55.60453971569028,2026-05-08,Flau'jae Johnson,SEA,SEA vs GSV,REB,rebounds,OVER REB,3.5,6.277961430082321,2.777961430082321,2.777961430082321,2.270194315106046,0.8991,LOW,39.91,Low,,,,,,,,,0,1
2026-05-08,Gabby Williams,GSV,SEA,pra,20.5,under,prizepicks,,0.8814,0.3813999999999999,16.055345095244316,15.79537338263625,11.460374439905122,20.956740614799028,28.49964809926273,low,17.0,win,1.0,-4.444654904755684,54.97464434773356,2026-05-08,Gabby Williams,GSV,GSV vs SEA,PRA,pra,UNDER PRA,20.5,16.055345095244316,-4.444654904755684,4.444654904755684,3.738672049263408,0.8814,LOW,38.13999999999999,Low,,,,,,,,,1,0
2026-05-08,Natisha Hiedeman,SEA,GSV,pa,18.5,under,prizepicks,,0.7667,0.2667,14.422741084958249,13.506711022784843,6.877746942071622,23.085947463340087,22.478657742430386,low,9.0,win,1.0,-4.077258915041753,40.08911864731467,2026-05-08,Natisha Hiedeman,SEA,SEA vs GSV,PA,pa,UNDER PA,18.5,14.422741084958249,-4.077258915041753,4.077258915041753,6.497542449559363,0.7667,LOW,26.670000000000005,Low,,,,,,,,,1,0
2026-05-08,Breanna Stewart,NYL,CON,pra,30.5,over,prizepicks,,0.8911,0.3911,34.535073517716874,34.44149557889723,30.33979971835684,38.85071432387676,35.22300071087906,medium,43.0,win,2.0,4.035073517716874,57.97926353904325,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PRA,pra,OVER PRA,30.5,34.535073517716874,4.035073517716874,4.035073517716874,3.326745886292993,0.8911,MEDIUM,39.11,Medium,,,,,,,,,1,0
2026-05-08,Jonquel Jones,NYL,CON,rebounds,9.0,under,prizepicks,,0.7407,0.2407,7.9397763172386195,7.852672381600042,5.820769597532096,10.178001509432905,31.40010455478774,medium,5.0,win,2.0,-1.0602236827613805,36.08972681940502,2026-05-08,Jonquel Jones,NYL,NYL vs CON,REB,rebounds,UNDER REB,9.0,7.9397763172386195,-1.0602236827613805,1.0602236827613805,1.720319329248918,0.7407,MEDIUM,24.070000000000004,Medium,,,,,,,,,1,0
2026-05-08,Breanna Stewart,NYL,CON,points,19.5,over,prizepicks,,0.9111,0.4111,23.038268251686578,22.945410667069098,19.649949309266848,26.556940646257203,35.22300071087906,medium,31.0,win,2.0,3.5382682516865778,59.98245827301295,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PTS,points,OVER PTS,19.5,23.038268251686578,3.5382682516865778,3.5382682516865778,2.6990057306986253,0.9111,MEDIUM,41.11,Medium,,,,,,,,,1,0
2026-05-08,Breanna Stewart,NYL,CON,pr,27.5,over,prizepicks,,0.877,0.377,31.09465034675424,31.000114212384247,27.13979036267828,35.11161439633914,35.22300071087906,medium,41.0,win,2.0,3.594650346754236,55.77634036808061,2026-05-08,Breanna Stewart,NYL,NYL vs CON,PR,pr,OVER PR,27.5,31.09465034675424,3.594650346754236,3.594650346754236,3.115460329313713,0.877,MEDIUM,37.7,Medium,,,,,,,,,1,0
2026-05-08,Marina Mabrey,TOR,WAS,assists,3.5,over,prizepicks,,0.8908,0.3908,4.681667294659688,4.633701314690749,3.4530327310532103,5.974684399848975,29.21891616881292,medium,2.0,loss,2.0,1.1816672946596878,54.90823477972408,2026-05-08,Marina Mabrey,TOR,TOR vs WAS,AST,assists,OVER AST,3.5,4.681667294659688,1.1816672946596878,1.1816672946596878,0.9919969200381648,0.8908,MEDIUM,39.080000000000005,Medium,,,,,,,,,0,1
2026-05-08,Jonquel Jones,NYL,CON,ra,12.0,under,prizepicks,,0.7967,0.2966999999999999,10.315097697493998,10.203078499152658,7.770231841480765,13.014036503179696,31.40010455478774,medium,6.0,win,2.0,-1.6849023025060017,43.71440543914963,2026-05-08,Jonquel Jones,NYL,NYL vs CON,RA,ra,UNDER RA,12.0,10.315097697493998,-1.6849023025060017,1.6849023025060017,2.0553834485607254,0.7967,MEDIUM,29.669999999999995,Medium,,,,,,,,,1,0
2026-05-08,Jonquel Jones,NYL,CON,points,14.5,over,prizepicks,,0.7942,0.2942,16.399934391433696,16.35471443769937,13.58086082769888,19.30237134640621,31.40010455478774,medium,10.0,loss,2.0,1.899934391433696,43.61693752807734,2026-05-08,Jonquel Jones,NYL,NYL vs CON,PTS,points,OVER PTS,14.5,16.399934391433696,1.899934391433696,1.899934391433696,2.250726566055888,0.7942,MEDIUM,29.42,Medium,,,,,,,,,0,1
2026-05-08,Betnijah Laney-Hamilton,NYL,CON,points,10.5,over,prizepicks,,0.763,0.263,13.49007589357443,13.222435876096462,8.557374729655145,18.78815998255331,28.12891114052457,medium,12.0,win,2.0,2.9900758935744296,40.708943227790165,2026-05-08,Betnijah Laney-Hamilton,NYL,NYL vs CON,PTS,points,OVER PTS,10.5,13.49007589357443,2.9900758935744296,2.9900758935744296,4.033020680415223,0.763,MEDIUM,26.3,Medium,,,,,,,,,1,0
2026-05-08,Betnijah Laney-Hamilton,NYL,CON,pr,14.0,over,prizepicks,,0.756,0.256,17.05619001660539,16.783918551969947,11.848367073318064,22.63617072426304,28.12891114052457,medium,14.0,push,2.0,3.056190016605392,39.90005735082113,2026-05-08,Betnijah Laney-Hamilton,NYL,NYL vs CON,PR,pr,OVER PR,14.0,17.05619001660539,3.056190016605392,3.056190016605392,4.246134312652698,0.756,MEDIUM,25.6,Medium,,,,,,,,,0,0
2026-05-08,Brittney Griner,CON,NYL,pra,20.5,under,prizepicks,,0.8172,0.3172,16.727815941514102,16.399245824981584,11.453495569127265,22.36045136713584,18.11368647425933,low,21.0,loss,1.0,-3.772184058485898,45.96559465271368,2026-05-08,Brittney Griner,CON,CON vs NYL,PRA,pra,UNDER PRA,20.5,16.727815941514102,-3.772184058485898,3.772184058485898,4.290279442872409,0.8172,LOW,31.72,Low,,,,,,,,,0,1
2026-05-08,Kia Nurse,TOR,WAS,points,8.5,over,prizepicks,,0.6788,0.1787999999999999,11.28103451366324,10.676539006712217,5.249320836501903,17.989668410645404,17.71319961092031,medium,2.0,loss,2.0,2.78103451366324,29.662430501990844,2026-05-08,Kia Nurse,TOR,TOR vs WAS,PTS,points,OVER PTS,8.5,11.28103451366324,2.78103451366324,2.78103451366324,5.106568324901844,0.6788,MEDIUM,17.879999999999995,Medium,,,,,,,,,0,1
